customer_id,age,gender,location,preferred_category
720,67,Female,Philadelphia,Beauty & Health
721,45,Female,Houston,Home & Garden
722,37,Male,Phoenix,Sports & Outdoors
723,45,Male,San Diego,Home & Garden
724,25,Female,Chicago,Electronics
725,58,Female,Chicago,Electronics
726,56,Male,Houston,Electronics
727,18,Female,New York,Home & Garden
728,20,Female,Dallas,Sports & Outdoors
729,30,Female,San Diego,Electronics
730,45,Male,San Diego,Sports & Outdoors
731,66,Female,San Jose,Home & Garden
732,42,Female,Philadelphia,Sports & Outdoors
733,50,Male,San Antonio,Home & Garden
734,55,Male,Philadelphia,Home & Garden
735,23,Other,Dallas,Beauty & Health
736,61,Male,Chicago,Home & Garden
737,62,Female,Chicago,Home & Garden
738,49,Female,Chicago,Fashion
739,62,Male,San Jose,Electronics
740,64,Female,Chicago,Beauty & Health
741,38,Male,Dallas,Beauty & Health
742,33,Female,Houston,Beauty & Health
743,38,Male,San Antonio,Fashion
744,28,Female,Dallas,Home & Garden
745,54,Male,San Antonio,Electronics
746,53,Male,Dallas,Sports & Outdoors
747,52,Other,Chicago,Home & Garden
748,36,Male,Houston,Fashion
749,37,Female,San Diego,Home & Garden
750,35,Male,Philadelphia,Home & Garden
751,64,Female,Phoenix,Fashion
752,58,Male,Houston,Beauty & Health
753,66,Other,San Diego,Beauty & Health
754,31,Male,New York,Electronics
755,32,Male,Dallas,Electronics
756,48,Male,New York,Beauty & Health
757,18,Male,San Diego,Sports & Outdoors
758,20,Female,Houston,Home & Garden
759,33,Male,Dallas,Sports & Outdoors
760,40,Female,Phoenix,Home & Garden
761,28,Male,Chicago,Beauty & Health
762,29,Male,Dallas,Electronics
763,27,Female,Dallas,Electronics
764,49,Female,Houston,Sports & Outdoors
765,33,Male,Houston,Electronics
766,25,Male,San Diego,Beauty & Health
767,55,Male,Los Angeles,Sports & Outdoors
768,29,Female,Dallas,Home & Garden
769,41,Female,Philadelphia,Electronics
770,45,Male,Dallas,Fashion
771,25,Female,San Diego,Electronics
772,45,Female,San Antonio,Home & Garden
773,53,Female,New York,Sports & Outdoors
774,43,Female,Chicago,Home & Garden
775,25,Male,Los Angeles,Fashion
776,67,Male,Phoenix,Beauty & Health
777,45,Male,Phoenix,Electronics
778,45,Male,Phoenix,Sports & Outdoors
779,54,Female,Houston,Beauty & Health
780,58,Female,Phoenix,Home & Garden
781,53,Male,Chicago,Sports & Outdoors
782,44,Male,New York,Beauty & Health
783,34,Male,Phoenix,Sports & Outdoors
784,26,Female,Dallas,Fashion
785,50,Male,Dallas,Fashion
786,37,Female,Houston,Electronics
787,30,Male,Chicago,Electronics
788,45,Male,New York,Fashion
789,65,Other,Los Angeles,Sports & Outdoors
790,46,Other,San Diego,Fashion
791,30,Male,New York,Electronics
792,63,Female,San Diego,Fashion
793,52,Female,San Antonio,Fashion
794,23,Female,San Diego,Sports & Outdoors
795,35,Male,Philadelphia,Beauty & Health
796,68,Female,Dallas,Electronics
797,22,Female,Chicago,Sports & Outdoors
798,64,Female,San Jose,Fashion
799,42,Male,Houston,Fashion
800,19,Male,Philadelphia,Beauty & Health
801,27,Male,San Diego,Electronics
802,47,Female,Phoenix,Electronics
803,67,Male,Chicago,Home & Garden
804,62,Female,Philadelphia,Electronics
805,22,Other,Houston,Beauty & Health
806,50,Male,Dallas,Home & Garden
807,18,Female,Chicago,Home & Garden
808,35,Male,Houston,Fashion
809,49,Female,San Antonio,Fashion
810,64,Male,San Antonio,Electronics
811,66,Female,Houston,Home & Garden
812,28,Female,Philadelphia,Fashion
813,38,Female,Chicago,Beauty & Health
814,43,Female,Philadelphia,Fashion
815,42,Female,Los Angeles,Fashion
816,39,Female,San Diego,Home & Garden
817,44,Female,Los Angeles,Home & Garden
818,66,Female,San Antonio,Sports & Outdoors
819,30,Male,Dallas,Beauty & Health
820,50,Female,New York,Home & Garden
821,51,Female,San Diego,Electronics
822,58,Female,San Antonio,Beauty & Health
823,52,Male,Philadelphia,Beauty & Health
824,18,Female,Philadelphia,Home & Garden
825,38,Male,Philadelphia,Beauty & Health
826,65,Female,Dallas,Home & Garden
827,23,Male,Los Angeles,Fashion
828,45,Female,New York,Sports & Outdoors
829,34,Other,Philadelphia,Fashion
830,22,Male,San Jose,Home & Garden
831,48,Other,San Diego,Home & Garden
832,22,Male,Chicago,Fashion
833,55,Female,San Jose,Electronics
834,20,Female,New York,Electronics
835,40,Female,Dallas,Electronics
836,54,Female,New York,Home & Garden
837,54,Female,Chicago,Beauty & Health
838,27,Male,San Diego,Home & Garden
839,27,Male,Chicago,Beauty & Health
840,36,Female,Houston,Fashion
841,34,Female,San Diego,Sports & Outdoors
842,38,Female,New York,Beauty & Health
843,31,Female,Philadelphia,Electronics
844,26,Male,New York,Home & Garden
845,63,Female,New York,Fashion
846,18,Male,San Diego,Electronics
847,68,Female,Houston,Fashion
848,62,Male,New York,Sports & Outdoors
849,30,Male,San Jose,Home & Garden
850,21,Male,San Antonio,Home & Garden
851,18,Male,Phoenix,Sports & Outdoors
852,66,Female,Phoenix,Home & Garden
853,57,Male,New York,Beauty & Health
854,49,Male,San Jose,Fashion
855,51,Male,Philadelphia,Electronics
856,45,Male,Dallas,Sports & Outdoors
857,48,Male,Dallas,Beauty & Health
858,25,Male,San Diego,Electronics
859,56,Female,Phoenix,Electronics
860,43,Female,New York,Sports & Outdoors
861,51,Female,Dallas,Beauty & Health
862,20,Male,New York,Electronics
863,67,Male,San Diego,Electronics
864,29,Female,Phoenix,Beauty & Health
865,18,Female,Chicago,Home & Garden
866,61,Male,San Antonio,Electronics
867,22,Male,San Antonio,Fashion
868,47,Male,Dallas,Beauty & Health
869,47,Male,San Antonio,Electronics
870,34,Male,Chicago,Sports & Outdoors
871,65,Female,New York,Fashion
872,64,Female,San Diego,Electronics
873,40,Female,Chicago,Fashion
874,32,Female,San Diego,Fashion
875,54,Female,San Diego,Home & Garden
876,38,Female,Phoenix,Fashion
877,31,Female,New York,Home & Garden
878,19,Male,San Jose,Beauty & Health
879,28,Male,San Antonio,Home & Garden
880,68,Male,San Jose,Sports & Outdoors
881,56,Female,Phoenix,Electronics
882,55,Female,San Diego,Beauty & Health
883,51,Male,Dallas,Beauty & Health
884,55,Female,San Antonio,Sports & Outdoors
885,67,Male,San Antonio,Home & Garden
886,51,Female,New York,Electronics
887,35,Male,Houston,Home & Garden
888,47,Male,Los Angeles,Fashion
889,32,Female,Los Angeles,Home & Garden
890,44,Male,Los Angeles,Beauty & Health
891,68,Male,Houston,Electronics
892,51,Male,New York,Home & Garden
893,69,Female,Houston,Electronics
894,55,Female,Los Angeles,Electronics
895,50,Male,Phoenix,Fashion
896,41,Female,Chicago,Fashion
897,32,Female,San Diego,Beauty & Health
898,47,Male,Houston,Sports & Outdoors
899,59,Male,New York,Electronics
900,68,Male,New York,Sports & Outdoors
901,34,Male,San Jose,Beauty & Health
902,22,Female,Chicago,Electronics
903,46,Male,Dallas,Electronics
904,21,Female,San Antonio,Sports & Outdoors
905,27,Female,Los Angeles,Home & Garden
906,34,Male,Dallas,Fashion
907,27,Female,San Jose,Home & Garden
908,34,Male,Los Angeles,Sports & Outdoors
909,37,Other,Chicago,Fashion
910,41,Female,San Jose,Home & Garden
911,22,Female,Los Angeles,Fashion
912,51,Female,Chicago,Electronics
913,23,Male,Philadelphia,Home & Garden
914,19,Female,Dallas,Fashion
915,30,Female,Dallas,Fashion
916,60,Female,San Antonio,Fashion
917,60,Female,Chicago,Home & Garden
918,65,Female,Houston,Beauty & Health
919,28,Male,Philadelphia,Home & Garden
920,68,Male,Phoenix,Sports & Outdoors
921,64,Female,Los Angeles,Home & Garden
922,40,Male,Philadelphia,Fashion
923,33,Female,Chicago,Electronics
924,48,Female,San Diego,Home & Garden
925,28,Male,Los Angeles,Home & Garden
926,33,Male,New York,Fashion
927,25,Female,Dallas,Electronics
928,21,Male,Chicago,Electronics
929,57,Female,New York,Sports & Outdoors
930,21,Male,San Antonio,Home & Garden
931,42,Female,San Jose,Electronics
932,20,Male,Phoenix,Electronics
933,49,Female,Phoenix,Beauty & Health
934,20,Male,New York,Beauty & Health
935,44,Female,Dallas,Electronics
936,46,Male,San Antonio,Sports & Outdoors
937,49,Female,San Diego,Electronics
938,67,Female,Dallas,Fashion
939,68,Male,Philadelphia,Home & Garden
940,36,Male,Phoenix,Sports & Outdoors
941,38,Male,Philadelphia,Fashion
942,22,Female,Los Angeles,Sports & Outdoors
943,35,Female,Houston,Fashion
944,45,Female,Chicago,Home & Garden
945,59,Male,San Antonio,Home & Garden
946,39,Male,Dallas,Beauty & Health
947,38,Female,Phoenix,Fashion
948,23,Female,Philadelphia,Beauty & Health
949,18,Other,San Jose,Fashion
950,22,Male,Los Angeles,Beauty & Health
951,58,Female,Chicago,Home & Garden
952,29,Male,Chicago,Sports & Outdoors
953,43,Male,Dallas,Beauty & Health
954,63,Female,San Antonio,Fashion
955,51,Female,San Diego,Fashion
956,66,Other,San Jose,Home & Garden
957,31,Male,Dallas,Fashion
958,43,Male,Philadelphia,Electronics
959,62,Female,Houston,Sports & Outdoors
960,44,Female,New York,Beauty & Health
961,26,Male,San Diego,Sports & Outdoors
962,43,Male,San Antonio,Home & Garden
963,64,Male,Los Angeles,Beauty & Health
964,39,Female,San Diego,Beauty & Health
965,64,Male,Phoenix,Electronics
966,47,Male,San Antonio,Home & Garden
967,60,Male,Houston,Fashion
968,65,Male,Phoenix,Electronics
969,34,Male,San Diego,Electronics
970,43,Female,New York,Sports & Outdoors
971,53,Male,New York,Sports & Outdoors
972,18,Female,Houston,Sports & Outdoors
973,25,Male,Chicago,Electronics
974,66,Female,San Jose,Fashion
975,52,Female,Los Angeles,Beauty & Health
976,69,Female,Chicago,Sports & Outdoors
977,32,Female,New York,Fashion
978,64,Male,New York,Home & Garden
979,39,Male,Philadelphia,Sports & Outdoors
980,31,Female,Phoenix,Beauty & Health
981,43,Other,San Diego,Home & Garden
982,45,Female,Los Angeles,Home & Garden
983,40,Female,Houston,Beauty & Health
984,31,Female,San Diego,Sports & Outdoors
985,41,Male,Philadelphia,Electronics
986,19,Male,New York,Beauty & Health
987,62,Female,Houston,Beauty & Health
988,43,Female,New York,Beauty & Health
989,31,Male,Los Angeles,Home & Garden
990,68,Female,Phoenix,Fashion
991,24,Male,San Diego,Electronics
992,20,Female,San Diego,Sports & Outdoors
993,64,Male,Chicago,Sports & Outdoors
994,40,Male,Houston,Fashion
995,63,Female,San Jose,Beauty & Health
996,60,Male,Philadelphia,Electronics
997,64,Female,San Jose,Sports & Outdoors
998,62,Female,Chicago,Sports & Outdoors
999,35,Female,Los Angeles,Beauty & Health
1000,55,Male,Philadelphia,Fashion
