owner_id,product_category,production_volume,month
22,Category A,2389,2025-05
22,Category C,4710,2025-05
22,Category A,5861,2025-04
22,Category C,3542,2025-04
22,Category A,6920,2025-03
22,Category C,3357,2025-03
22,Category A,4175,2025-02
22,Category C,4566,2025-02
22,Category A,5150,2025-01
22,Category C,2415,2025-01
22,Category A,8638,2024-12
22,Category C,2470,2024-12
22,Category A,2028,2024-11
22,Category C,7704,2024-11
22,Category A,5631,2024-10
22,Category C,5597,2024-10
22,Category A,7698,2024-09
22,Category C,3337,2024-09
22,Category A,10816,2024-08
22,Category C,6671,2024-08
22,Category A,9603,2024-07
22,Category C,4893,2024-07
22,Category A,8078,2024-06
22,Category C,1899,2024-06
22,Category A,3381,2024-05
22,Category C,3621,2024-05
22,Category A,2071,2024-04
22,Category C,3476,2024-04
22,Category A,3293,2024-03
22,Category C,5625,2024-03
22,Category A,2877,2024-02
22,Category C,5548,2024-02
22,Category A,2403,2024-01
22,Category C,3890,2024-01
23,Category A,1109,2025-12
23,Category B,2661,2025-12
23,Category C,5887,2025-12
23,Category A,7058,2025-11
23,Category B,5889,2025-11
23,Category C,3201,2025-11
23,Category A,9987,2025-10
23,Category B,11287,2025-10
23,Category C,2226,2025-10
23,Category A,8587,2025-09
23,Category B,10641,2025-09
23,Category C,12099,2025-09
23,Category A,9118,2025-08
23,Category B,2887,2025-08
23,Category C,2407,2025-08
23,Category A,6282,2025-07
23,Category B,3179,2025-07
23,Category C,7161,2025-07
23,Category A,6478,2025-06
23,Category B,6574,2025-06
23,Category C,5891,2025-06
23,Category A,1840,2025-05
23,Category B,8136,2025-05
23,Category C,4397,2025-05
23,Category A,5159,2025-04
23,Category B,3541,2025-04
23,Category C,4552,2025-04
23,Category A,5746,2025-03
23,Category B,6375,2025-03
23,Category C,1593,2025-03
23,Category A,6641,2025-02
23,Category B,6729,2025-02
23,Category C,5448,2025-02
23,Category A,8268,2025-01
23,Category B,4343,2025-01
23,Category C,1928,2025-01
23,Category A,5283,2024-12
23,Category B,7557,2024-12
23,Category C,9562,2024-12
23,Category A,7457,2024-11
23,Category B,10400,2024-11
23,Category C,4884,2024-11
23,Category A,4496,2024-10
23,Category B,12302,2024-10
23,Category C,12104,2024-10
23,Category A,10797,2024-09
23,Category B,8762,2024-09
23,Category C,11885,2024-09
23,Category A,5326,2024-08
23,Category B,7185,2024-08
23,Category C,9180,2024-08
23,Category A,7949,2024-07
23,Category B,10697,2024-07
23,Category C,6324,2024-07
23,Category A,1631,2024-06
23,Category B,6651,2024-06
23,Category C,2048,2024-06
23,Category A,7361,2024-05
23,Category B,6172,2024-05
23,Category C,2839,2024-05
23,Category A,7079,2024-04
23,Category B,1564,2024-04
23,Category C,3169,2024-04
23,Category A,4994,2024-03
23,Category B,4929,2024-03
23,Category C,1742,2024-03
23,Category A,3168,2024-02
23,Category B,1269,2024-02
23,Category C,6417,2024-02
23,Category A,1604,2024-01
23,Category B,8046,2024-01
23,Category C,7594,2024-01
24,Category D,7238,2025-12
24,Category D,4121,2025-11
24,Category D,10766,2025-10
24,Category D,8231,2025-09
24,Category D,12330,2025-08
24,Category D,5878,2025-07
24,Category D,6546,2025-06
24,Category D,4828,2025-05
24,Category D,3455,2025-04
24,Category D,2019,2025-03
24,Category D,5156,2025-02
24,Category D,7906,2025-01
24,Category D,7775,2024-12
24,Category D,9987,2024-11
24,Category D,12424,2024-10
24,Category D,8175,2024-09
24,Category D,7028,2024-08
24,Category D,9067,2024-07
24,Category D,6133,2024-06
24,Category D,7029,2024-05
24,Category D,1540,2024-04
24,Category D,6969,2024-03
24,Category D,5662,2024-02
24,Category D,2707,2024-01
25,Category D,1171,2025-12
25,Category C,6311,2025-12
25,Category D,10900,2025-11
25,Category C,2899,2025-11
25,Category D,7099,2025-10
25,Category C,10246,2025-10
25,Category D,3762,2025-09
25,Category C,5870,2025-09
25,Category D,10344,2025-08
25,Category C,9093,2025-08
25,Category D,11132,2025-07
25,Category C,2166,2025-07
25,Category D,2076,2025-06
25,Category C,7984,2025-06
25,Category D,3037,2025-05
25,Category C,2533,2025-05
25,Category D,5029,2025-04
25,Category C,1470,2025-04
25,Category D,5569,2025-03
25,Category C,4088,2025-03
25,Category D,7210,2025-02
25,Category C,2737,2025-02
25,Category D,2506,2025-01
25,Category C,7821,2025-01
25,Category D,2099,2024-12
25,Category C,1115,2024-12
25,Category D,5333,2024-11
25,Category C,6587,2024-11
25,Category D,4523,2024-10
25,Category C,11823,2024-10
25,Category D,3432,2024-09
25,Category C,1326,2024-09
25,Category D,4541,2024-08
25,Category C,11160,2024-08
25,Category D,2436,2024-07
25,Category C,3190,2024-07
25,Category D,1776,2024-06
25,Category C,3765,2024-06
25,Category D,6672,2024-05
25,Category C,5477,2024-05
25,Category D,3253,2024-04
25,Category C,2108,2024-04
25,Category D,3691,2024-03
25,Category C,766,2024-03
25,Category D,5361,2024-02
25,Category C,969,2024-02
25,Category D,2973,2024-01
25,Category C,6485,2024-01
26,Category B,1327,2025-12
26,Category B,9691,2025-11
26,Category B,8308,2025-10
26,Category B,1892,2025-09
26,Category B,10461,2025-08
26,Category B,9085,2025-07
26,Category B,7192,2025-06
26,Category B,4123,2025-05
26,Category B,5601,2025-04
26,Category B,1579,2025-03
26,Category B,2250,2025-02
26,Category B,2742,2025-01
26,Category B,3044,2024-12
26,Category B,5189,2024-11
26,Category B,1266,2024-10
26,Category B,8716,2024-09
26,Category B,1559,2024-08
26,Category B,10258,2024-07
26,Category B,5345,2024-06
26,Category B,3914,2024-05
26,Category B,1214,2024-04
26,Category B,6393,2024-03
26,Category B,2256,2024-02
26,Category B,5135,2024-01
27,Category B,3073,2025-12
27,Category C,5664,2025-12
27,Category D,5103,2025-12
27,Category B,10121,2025-11
27,Category C,5919,2025-11
27,Category D,8214,2025-11
27,Category B,2436,2025-10
27,Category C,12186,2025-10
27,Category D,10746,2025-10
27,Category B,9357,2025-09
27,Category C,1554,2025-09
27,Category D,7156,2025-09
27,Category B,1384,2025-08
27,Category C,3839,2025-08
27,Category D,10501,2025-08
27,Category B,8289,2025-07
27,Category C,6347,2025-07
27,Category D,4145,2025-07
27,Category B,9131,2025-06
27,Category C,8385,2025-06
27,Category D,9923,2025-06
27,Category B,3468,2025-05
27,Category C,1164,2025-05
27,Category D,7989,2025-05
27,Category B,6807,2025-04
27,Category C,992,2025-04
27,Category D,1296,2025-04
27,Category B,3394,2025-03
27,Category C,3056,2025-03
27,Category D,4789,2025-03
27,Category B,5692,2025-02
27,Category C,2491,2025-02
27,Category D,6364,2025-02
27,Category B,6314,2025-01
27,Category C,2861,2025-01
27,Category D,5380,2025-01
27,Category B,8432,2024-12
27,Category C,1427,2024-12
27,Category D,6603,2024-12
27,Category B,3047,2024-11
27,Category C,6456,2024-11
27,Category D,8443,2024-11
27,Category B,7609,2024-10
27,Category C,2494,2024-10
27,Category D,8047,2024-10
27,Category B,2497,2024-09
27,Category C,5291,2024-09
27,Category D,10370,2024-09
27,Category B,12072,2024-08
27,Category C,12131,2024-08
27,Category D,11833,2024-08
27,Category B,4414,2024-07
27,Category C,3187,2024-07
27,Category D,6337,2024-07
27,Category B,4234,2024-06
27,Category C,2396,2024-06
27,Category D,6793,2024-06
27,Category B,2915,2024-05
27,Category C,4840,2024-05
27,Category D,2112,2024-05
27,Category B,4033,2024-04
27,Category C,4278,2024-04
27,Category D,3891,2024-04
27,Category B,997,2024-03
27,Category C,2792,2024-03
27,Category D,4614,2024-03
27,Category B,1165,2024-02
27,Category C,7063,2024-02
27,Category D,1026,2024-02
27,Category B,4776,2024-01
27,Category C,3868,2024-01
27,Category D,4799,2024-01
28,Category B,2083,2025-12
28,Category B,10707,2025-11
28,Category B,10337,2025-10
28,Category B,10834,2025-09
28,Category B,8853,2025-08
28,Category B,10386,2025-07
28,Category B,6304,2025-06
28,Category B,4115,2025-05
28,Category B,5882,2025-04
28,Category B,6874,2025-03
28,Category B,2441,2025-02
28,Category B,3029,2025-01
28,Category B,6085,2024-12
28,Category B,1684,2024-11
28,Category B,3986,2024-10
28,Category B,2615,2024-09
28,Category B,11287,2024-08
28,Category B,8251,2024-07
28,Category B,6858,2024-06
28,Category B,1069,2024-05
28,Category B,1911,2024-04
28,Category B,6328,2024-03
28,Category B,6691,2024-02
28,Category B,1506,2024-01
29,Category D,8039,2025-12
29,Category C,9727,2025-12
29,Category D,2952,2025-11
29,Category C,6691,2025-11
29,Category D,2008,2025-10
29,Category C,6271,2025-10
29,Category D,8278,2025-09
29,Category C,7967,2025-09
29,Category D,3697,2025-08
29,Category C,6548,2025-08
29,Category D,7778,2025-07
29,Category C,1305,2025-07
29,Category D,9614,2025-06
29,Category C,2078,2025-06
29,Category D,6237,2025-05
29,Category C,6826,2025-05
29,Category D,5089,2025-04
29,Category C,2645,2025-04
29,Category D,1679,2025-03
29,Category C,6024,2025-03
29,Category D,5695,2025-02
29,Category C,5581,2025-02
29,Category D,3917,2025-01
29,Category C,1904,2025-01
29,Category D,8480,2024-12
29,Category C,2881,2024-12
29,Category D,4190,2024-11
29,Category C,4141,2024-11
29,Category D,6852,2024-10
29,Category C,6106,2024-10
29,Category D,2249,2024-09
29,Category C,12772,2024-09
29,Category D,8419,2024-08
29,Category C,4187,2024-08
29,Category D,7246,2024-07
29,Category C,6213,2024-07
29,Category D,9893,2024-06
29,Category C,2390,2024-06
29,Category D,2499,2024-05
29,Category C,6819,2024-05
29,Category D,2829,2024-04
29,Category C,5402,2024-04
29,Category D,6561,2024-03
29,Category C,6145,2024-03
29,Category D,4547,2024-02
29,Category C,2078,2024-02
29,Category D,1354,2024-01
29,Category C,1920,2024-01
30,Category D,5073,2025-12
30,Category D,1347,2025-11
30,Category D,2932,2025-10
30,Category D,11515,2025-09
30,Category D,2386,2025-08
30,Category D,6350,2025-07
30,Category D,3074,2025-06
30,Category D,5829,2025-05
30,Category D,3643,2025-04
30,Category D,873,2025-03
30,Category D,1988,2025-02
30,Category D,1502,2025-01
30,Category D,9159,2024-12
30,Category D,7238,2024-11
30,Category D,1807,2024-10
30,Category D,9902,2024-09
30,Category D,8605,2024-08
30,Category D,1780,2024-07
30,Category D,6165,2024-06
30,Category D,5214,2024-05
30,Category D,6716,2024-04
30,Category D,6463,2024-03
30,Category D,1262,2024-02
30,Category D,5218,2024-01
31,Category D,1625,2025-12
31,Category C,4383,2025-12
31,Category D,6299,2025-11
31,Category C,7641,2025-11
31,Category D,3916,2025-10
31,Category C,7082,2025-10
31,Category D,5081,2025-09
31,Category C,7598,2025-09
31,Category D,2622,2025-08
31,Category C,12121,2025-08
31,Category D,5058,2025-07
31,Category C,5816,2025-07
31,Category D,6481,2025-06
31,Category C,2050,2025-06
31,Category D,1875,2025-05
31,Category C,1130,2025-05
31,Category D,6376,2025-04
31,Category C,1649,2025-04
31,Category D,5429,2025-03
31,Category C,4489,2025-03
31,Category D,4353,2025-02
31,Category C,2868,2025-02
31,Category D,3441,2025-01
31,Category C,2863,2025-01
31,Category D,9455,2024-12
31,Category C,2177,2024-12
31,Category D,1277,2024-11
31,Category C,2754,2024-11
31,Category D,3012,2024-10
31,Category C,10031,2024-10
31,Category D,9224,2024-09
31,Category C,10166,2024-09
31,Category D,11798,2024-08
31,Category C,11784,2024-08
31,Category D,9549,2024-07
31,Category C,4864,2024-07
31,Category D,1017,2024-06
31,Category C,5538,2024-06
31,Category D,1764,2024-05
31,Category C,3921,2024-05
31,Category D,5213,2024-04
31,Category C,4205,2024-04
31,Category D,3233,2024-03
31,Category C,2522,2024-03
31,Category D,3224,2024-02
31,Category C,5903,2024-02
31,Category D,2682,2024-01
31,Category C,2578,2024-01
32,Category D,2729,2025-12
32,Category C,1312,2025-12
32,Category D,3840,2025-11
32,Category C,5477,2025-11
32,Category D,11057,2025-10
32,Category C,2888,2025-10
32,Category D,4180,2025-09
32,Category C,9162,2025-09
32,Category D,5039,2025-08
32,Category C,1515,2025-08
32,Category D,4268,2025-07
32,Category C,7948,2025-07
32,Category D,1553,2025-06
32,Category C,1041,2025-06
32,Category D,8197,2025-05
32,Category C,7142,2025-05
32,Category D,6108,2025-04
32,Category C,6430,2025-04
32,Category D,6776,2025-03
32,Category C,5056,2025-03
32,Category D,3663,2025-02
32,Category C,1017,2025-02
32,Category D,7897,2025-01
32,Category C,4261,2025-01
32,Category D,3119,2024-12
32,Category C,8422,2024-12
32,Category D,6097,2024-11
32,Category C,9051,2024-11
32,Category D,6687,2024-10
32,Category C,1607,2024-10
32,Category D,11235,2024-09
32,Category C,10023,2024-09
32,Category D,7136,2024-08
32,Category C,8957,2024-08
32,Category D,2116,2024-07
32,Category C,9364,2024-07
32,Category D,5323,2024-06
32,Category C,3733,2024-06
32,Category D,1948,2024-05
32,Category C,3029,2024-05
32,Category D,4646,2024-04
32,Category C,3206,2024-04
32,Category D,5996,2024-03
32,Category C,6386,2024-03
32,Category D,4297,2024-02
32,Category C,3424,2024-02
32,Category D,4982,2024-01
32,Category C,7453,2024-01
33,Category A,5657,2025-12
33,Category A,7632,2025-11
33,Category A,5945,2025-10
33,Category A,12023,2025-09
33,Category A,6853,2025-08
33,Category A,11226,2025-07
33,Category A,1302,2025-06
33,Category A,8014,2025-05
33,Category A,6380,2025-04
33,Category A,1014,2025-03
33,Category A,6504,2025-02
33,Category A,8351,2025-01
33,Category A,1572,2024-12
33,Category A,8935,2024-11
33,Category A,5850,2024-10
33,Category A,11265,2024-09
33,Category A,10557,2024-08
33,Category A,1807,2024-07
33,Category A,8716,2024-06
33,Category A,1930,2024-05
33,Category A,4113,2024-04
33,Category A,6908,2024-03
33,Category A,6320,2024-02
33,Category A,8158,2024-01
34,Category D,9530,2025-12
34,Category D,11174,2025-11
34,Category D,9047,2025-10
34,Category D,7519,2025-09
34,Category D,7372,2025-08
34,Category D,10547,2025-07
34,Category D,4885,2025-06
34,Category D,3374,2025-05
34,Category D,5943,2025-04
34,Category D,3406,2025-03
34,Category D,4198,2025-02
34,Category D,7868,2025-01
34,Category D,1906,2024-12
34,Category D,4459,2024-11
34,Category D,10773,2024-10
34,Category D,6659,2024-09
34,Category D,1457,2024-08
34,Category D,3316,2024-07
34,Category D,6619,2024-06
34,Category D,8215,2024-05
34,Category D,6899,2024-04
34,Category D,6687,2024-03
34,Category D,5450,2024-02
34,Category D,1714,2024-01
35,Category D,6410,2025-12
35,Category D,11192,2025-11
35,Category D,2489,2025-10
35,Category D,3965,2025-09
35,Category D,2184,2025-08
35,Category D,2199,2025-07
35,Category D,5651,2025-06
35,Category D,4295,2025-05
35,Category D,2955,2025-04
35,Category D,4802,2025-03
35,Category D,759,2025-02
35,Category D,1721,2025-01
35,Category D,4849,2024-12
35,Category D,9819,2024-11
35,Category D,12463,2024-10
35,Category D,2130,2024-09
35,Category D,3327,2024-08
35,Category D,1802,2024-07
35,Category D,4889,2024-06
35,Category D,5490,2024-05
35,Category D,6119,2024-04
35,Category D,3373,2024-03
35,Category D,1389,2024-02
35,Category D,3702,2024-01
36,Category C,7992,2025-12
36,Category B,3785,2025-12
36,Category D,1868,2025-12
36,Category C,6471,2025-11
36,Category B,7056,2025-11
36,Category D,9965,2025-11
36,Category C,7532,2025-10
36,Category B,5064,2025-10
36,Category D,9876,2025-10
36,Category C,9115,2025-09
36,Category B,11394,2025-09
36,Category D,7927,2025-09
36,Category C,6869,2025-08
36,Category B,7036,2025-08
36,Category D,5743,2025-08
36,Category C,8386,2025-07
36,Category B,2540,2025-07
36,Category D,10551,2025-07
36,Category C,4600,2025-06
36,Category B,5193,2025-06
36,Category D,8563,2025-06
36,Category C,7794,2025-05
36,Category B,5560,2025-05
36,Category D,6834,2025-05
36,Category C,5597,2025-04
36,Category B,3179,2025-04
36,Category D,5703,2025-04
36,Category C,3745,2025-03
36,Category B,3016,2025-03
36,Category D,4288,2025-03
36,Category C,1974,2025-02
36,Category B,2232,2025-02
36,Category D,7003,2025-02
36,Category C,3027,2025-01
36,Category B,6333,2025-01
36,Category D,1678,2025-01
36,Category C,2666,2024-12
36,Category B,3011,2024-12
36,Category D,9424,2024-12
36,Category C,6906,2024-11
36,Category B,3784,2024-11
36,Category D,3244,2024-11
36,Category C,8911,2024-10
36,Category B,12047,2024-10
36,Category D,8632,2024-10
36,Category C,11650,2024-09
36,Category B,11012,2024-09
36,Category D,3502,2024-09
36,Category C,12560,2024-08
36,Category B,4419,2024-08
36,Category D,7660,2024-08
36,Category C,3261,2024-07
36,Category B,11306,2024-07
36,Category D,1519,2024-07
36,Category C,9128,2024-06
36,Category B,7861,2024-06
36,Category D,4203,2024-06
36,Category C,8479,2024-05
36,Category B,5615,2024-05
36,Category D,5953,2024-05
36,Category C,3376,2024-04
36,Category B,4482,2024-04
36,Category D,991,2024-04
36,Category C,4384,2024-03
36,Category B,5462,2024-03
36,Category D,2057,2024-03
36,Category C,6677,2024-02
36,Category B,2173,2024-02
36,Category D,2791,2024-02
36,Category C,7171,2024-01
36,Category B,6879,2024-01
36,Category D,3663,2024-01
37,Category D,3501,2025-12
37,Category B,4512,2025-12
37,Category C,3241,2025-12
37,Category D,9205,2025-11
37,Category B,6450,2025-11
37,Category C,7363,2025-11
37,Category D,11345,2025-10
37,Category B,7030,2025-10
37,Category C,11456,2025-10
37,Category D,9777,2025-09
37,Category B,7879,2025-09
37,Category C,9243,2025-09
37,Category D,2572,2025-08
37,Category B,9076,2025-08
37,Category C,1855,2025-08
37,Category D,5451,2025-07
37,Category B,1442,2025-07
37,Category C,2812,2025-07
37,Category D,5859,2025-06
37,Category B,3733,2025-06
37,Category C,6887,2025-06
37,Category D,6581,2025-05
37,Category B,6755,2025-05
37,Category C,3183,2025-05
37,Category D,1877,2025-04
37,Category B,5270,2025-04
37,Category C,7173,2025-04
37,Category D,4399,2025-03
37,Category B,3906,2025-03
37,Category C,1638,2025-03
37,Category D,3976,2025-02
37,Category B,3968,2025-02
37,Category C,2793,2025-02
37,Category D,896,2025-01
37,Category B,7939,2025-01
37,Category C,5371,2025-01
37,Category D,2364,2024-12
37,Category B,6922,2024-12
37,Category C,8277,2024-12
37,Category D,3018,2024-11
37,Category B,3047,2024-11
37,Category C,3104,2024-11
37,Category D,12041,2024-10
37,Category B,9709,2024-10
37,Category C,11127,2024-10
37,Category D,1649,2024-09
37,Category B,10947,2024-09
37,Category C,8422,2024-09
37,Category D,2837,2024-08
37,Category B,7909,2024-08
37,Category C,3955,2024-08
37,Category D,5778,2024-07
37,Category B,7702,2024-07
37,Category C,10585,2024-07
37,Category D,3391,2024-06
37,Category B,8487,2024-06
37,Category C,2856,2024-06
37,Category D,2690,2024-05
37,Category B,3334,2024-05
37,Category C,3565,2024-05
37,Category D,2768,2024-04
37,Category B,3756,2024-04
37,Category C,3410,2024-04
37,Category D,4248,2024-03
37,Category B,1903,2024-03
37,Category C,6319,2024-03
37,Category D,2746,2024-02
37,Category B,800,2024-02
37,Category C,1370,2024-02
37,Category D,2663,2024-01
37,Category B,8275,2024-01
37,Category C,3612,2024-01
38,Category D,8040,2025-12
38,Category D,2604,2025-11
38,Category D,5026,2025-10
38,Category D,5804,2025-09
38,Category D,10894,2025-08
38,Category D,7341,2025-07
38,Category D,8166,2025-06
38,Category D,5091,2025-05
38,Category D,5455,2025-04
38,Category D,6162,2025-03
38,Category D,1991,2025-02
38,Category D,946,2025-01
38,Category D,5790,2024-12
38,Category D,4081,2024-11
38,Category D,9049,2024-10
38,Category D,8659,2024-09
38,Category D,6334,2024-08
38,Category D,10966,2024-07
38,Category D,1847,2024-06
38,Category D,1090,2024-05
38,Category D,4430,2024-04
38,Category D,1151,2024-03
38,Category D,4580,2024-02
38,Category D,4158,2024-01
39,Category C,5384,2025-12
39,Category C,10226,2025-11
39,Category C,3012,2025-10
39,Category C,2616,2025-09
39,Category C,12441,2025-08
39,Category C,2037,2025-07
39,Category C,5740,2025-06
39,Category C,1514,2025-05
39,Category C,2777,2025-04
39,Category C,2457,2025-03
39,Category C,3772,2025-02
39,Category C,3761,2025-01
39,Category C,5618,2024-12
39,Category C,8222,2024-11
39,Category C,12328,2024-10
39,Category C,1350,2024-09
39,Category C,3676,2024-08
39,Category C,5281,2024-07
39,Category C,8697,2024-06
39,Category C,5780,2024-05
39,Category C,4259,2024-04
39,Category C,5562,2024-03
39,Category C,1481,2024-02
39,Category C,2852,2024-01
40,Category B,6682,2025-12
40,Category C,4806,2025-12
40,Category D,1911,2025-12
40,Category B,2340,2025-11
40,Category C,10714,2025-11
40,Category D,3773,2025-11
40,Category B,10855,2025-10
40,Category C,12382,2025-10
40,Category D,11874,2025-10
40,Category B,9908,2025-09
40,Category C,4110,2025-09
40,Category D,5296,2025-09
40,Category B,3000,2025-08
40,Category C,1306,2025-08
40,Category D,3914,2025-08
40,Category B,9395,2025-07
40,Category C,2432,2025-07
40,Category D,9764,2025-07
40,Category B,8416,2025-06
40,Category C,6028,2025-06
40,Category D,2211,2025-06
40,Category B,6533,2025-05
40,Category C,3463,2025-05
40,Category D,6913,2025-05
40,Category B,5581,2025-04
40,Category C,5952,2025-04
40,Category D,4038,2025-04
40,Category B,1607,2025-03
40,Category C,6762,2025-03
40,Category D,6257,2025-03
40,Category B,3044,2025-02
40,Category C,5048,2025-02
40,Category D,3036,2025-02
40,Category B,8362,2025-01
40,Category C,1971,2025-01
40,Category D,4157,2025-01
40,Category B,2030,2024-12
40,Category C,6887,2024-12
40,Category D,7696,2024-12
40,Category B,10466,2024-11
40,Category C,1892,2024-11
40,Category D,8949,2024-11
40,Category B,6650,2024-10
40,Category C,11418,2024-10
40,Category D,9777,2024-10
40,Category B,8829,2024-09
40,Category C,12132,2024-09
40,Category D,7174,2024-09
40,Category B,3975,2024-08
40,Category C,5303,2024-08
40,Category D,9304,2024-08
40,Category B,4993,2024-07
40,Category C,7384,2024-07
40,Category D,1399,2024-07
40,Category B,8795,2024-06
40,Category C,6211,2024-06
40,Category D,7858,2024-06
40,Category B,8368,2024-05
40,Category C,8455,2024-05
40,Category D,4351,2024-05
40,Category B,5107,2024-04
40,Category C,5246,2024-04
40,Category D,2227,2024-04
40,Category B,2067,2024-03
40,Category C,4048,2024-03
40,Category D,3751,2024-03
40,Category B,3930,2024-02
40,Category C,3835,2024-02
40,Category D,2341,2024-02
40,Category B,8237,2024-01
40,Category C,1229,2024-01
40,Category D,8281,2024-01
41,Category A,5777,2025-12
41,Category B,1557,2025-12
41,Category A,1374,2025-11
41,Category B,8737,2025-11
41,Category A,8387,2025-10
41,Category B,5408,2025-10
41,Category A,10328,2025-09
41,Category B,11906,2025-09
41,Category A,4843,2025-08
41,Category B,7099,2025-08
41,Category A,10545,2025-07
41,Category B,2863,2025-07
41,Category A,1606,2025-06
41,Category B,8688,2025-06
41,Category A,5775,2025-05
41,Category B,3437,2025-05
41,Category A,2267,2025-04
41,Category B,4370,2025-04
41,Category A,3797,2025-03
41,Category B,2271,2025-03
41,Category A,3156,2025-02
41,Category B,2952,2025-02
41,Category A,3077,2025-01
41,Category B,3862,2025-01
41,Category A,3379,2024-12
41,Category B,6575,2024-12
41,Category A,10070,2024-11
41,Category B,5605,2024-11
41,Category A,4226,2024-10
41,Category B,6069,2024-10
41,Category A,1921,2024-09
41,Category B,2455,2024-09
41,Category A,2924,2024-08
41,Category B,3414,2024-08
41,Category A,10091,2024-07
41,Category B,10285,2024-07
41,Category A,1118,2024-06
41,Category B,6491,2024-06
41,Category A,6399,2024-05
41,Category B,1483,2024-05
41,Category A,3527,2024-04
41,Category B,1861,2024-04
41,Category A,6218,2024-03
41,Category B,3737,2024-03
41,Category A,1279,2024-02
41,Category B,2989,2024-02
41,Category A,6438,2024-01
41,Category B,6917,2024-01
42,Category C,2620,2025-12
42,Category C,8730,2025-11
42,Category C,10770,2025-10
42,Category C,7161,2025-09
42,Category C,12556,2025-08
42,Category C,7432,2025-07
42,Category C,5616,2025-06
42,Category C,1025,2025-05
42,Category C,5275,2025-04
42,Category C,786,2025-03
42,Category C,5049,2025-02
42,Category C,6506,2025-01
42,Category C,3924,2024-12
42,Category C,2258,2024-11
42,Category C,12309,2024-10
42,Category C,3482,2024-09
42,Category C,4943,2024-08
42,Category C,4456,2024-07
42,Category C,6281,2024-06
42,Category C,6665,2024-05
42,Category C,5502,2024-04
42,Category C,2171,2024-03
42,Category C,2039,2024-02
42,Category C,6536,2024-01
43,Category D,6758,2025-12
43,Category D,10651,2025-11
43,Category D,12577,2025-10
43,Category D,12522,2025-09
43,Category D,1285,2025-08
43,Category D,1503,2025-07
43,Category D,4090,2025-06
43,Category D,7440,2025-05
43,Category D,7198,2025-04
43,Category D,2998,2025-03
43,Category D,7217,2025-02
43,Category D,6475,2025-01
43,Category D,1155,2024-12
43,Category D,2751,2024-11
43,Category D,9400,2024-10
43,Category D,11666,2024-09
43,Category D,11246,2024-08
43,Category D,1167,2024-07
43,Category D,8199,2024-06
43,Category D,7625,2024-05
43,Category D,7392,2024-04
43,Category D,2447,2024-03
43,Category D,5665,2024-02
43,Category D,3268,2024-01
44,Category B,5117,2025-12
44,Category B,5764,2025-11
44,Category B,7741,2025-10
44,Category B,9284,2025-09
44,Category B,8178,2025-08
44,Category B,11458,2025-07
44,Category B,1178,2025-06
44,Category B,6859,2025-05
44,Category B,751,2025-04
44,Category B,6614,2025-03
44,Category B,5714,2025-02
44,Category B,6834,2025-01
44,Category B,3316,2024-12
44,Category B,9326,2024-11
44,Category B,6892,2024-10
44,Category B,5249,2024-09
44,Category B,2132,2024-08
44,Category B,10259,2024-07
44,Category B,7427,2024-06
44,Category B,1401,2024-05
44,Category B,3898,2024-04
44,Category B,3960,2024-03
44,Category B,5096,2024-02
44,Category B,6874,2024-01
45,Category D,8345,2025-12
45,Category D,10022,2025-11
45,Category D,9321,2025-10
45,Category D,10159,2025-09
45,Category D,9637,2025-08
45,Category D,8703,2025-07
45,Category D,3838,2025-06
45,Category D,7325,2025-05
45,Category D,4809,2025-04
45,Category D,1163,2025-03
45,Category D,3754,2025-02
45,Category D,4465,2025-01
45,Category D,5533,2024-12
45,Category D,8093,2024-11
45,Category D,5300,2024-10
45,Category D,3963,2024-09
45,Category D,10966,2024-08
45,Category D,1908,2024-07
45,Category D,3213,2024-06
45,Category D,8148,2024-05
45,Category D,6714,2024-04
45,Category D,1429,2024-03
45,Category D,5441,2024-02
45,Category D,8126,2024-01
46,Category A,7952,2025-12
46,Category B,8506,2025-12
46,Category A,2808,2025-11
46,Category B,2356,2025-11
46,Category A,10373,2025-10
46,Category B,2096,2025-10
46,Category A,11545,2025-09
46,Category B,12693,2025-09
46,Category A,7586,2025-08
46,Category B,4331,2025-08
46,Category A,9504,2025-07
46,Category B,5762,2025-07
46,Category A,7177,2025-06
46,Category B,5100,2025-06
46,Category A,5536,2025-05
46,Category B,6524,2025-05
46,Category A,5418,2025-04
46,Category B,6830,2025-04
46,Category A,5751,2025-03
46,Category B,4688,2025-03
46,Category A,1857,2025-02
46,Category B,2371,2025-02
46,Category A,3119,2025-01
46,Category B,4925,2025-01
46,Category A,4278,2024-12
46,Category B,3872,2024-12
46,Category A,1207,2024-11
46,Category B,10905,2024-11
46,Category A,12406,2024-10
46,Category B,3286,2024-10
46,Category A,9029,2024-09
46,Category B,4522,2024-09
46,Category A,8858,2024-08
46,Category B,8430,2024-08
46,Category A,9614,2024-07
46,Category B,9228,2024-07
46,Category A,2216,2024-06
46,Category B,9708,2024-06
46,Category A,3482,2024-05
46,Category B,6577,2024-05
46,Category A,2187,2024-04
46,Category B,2163,2024-04
46,Category A,6265,2024-03
46,Category B,1010,2024-03
46,Category A,5852,2024-02
46,Category B,1824,2024-02
46,Category A,3562,2024-01
46,Category B,7605,2024-01
47,Category D,3674,2025-12
47,Category A,7534,2025-12
47,Category D,8720,2025-11
47,Category A,2076,2025-11
47,Category D,6658,2025-10
