purchase_id,owner_id,material_id,quantity,date
1274,73,123,6419,2024-06-09 18:09:39.734305
1275,37,87,3982,2024-06-09 18:09:39.734305
1276,56,103,2270,2024-06-10 18:09:39.734305
1277,45,154,9481,2024-06-10 18:09:39.734305
1278,10,129,802,2024-06-10 18:09:39.734305
1279,49,31,9809,2024-06-10 18:09:39.734305
1280,17,34,3736,2024-06-10 18:09:39.734305
1281,18,54,1189,2024-06-10 18:09:39.734305
1282,46,165,3010,2024-06-10 18:09:39.734305
1283,81,106,5844,2024-06-11 18:09:39.734305
1284,28,39,1080,2024-06-11 18:09:39.734305
1285,3,76,8851,2024-06-11 18:09:39.734305
1286,22,23,8533,2024-06-11 18:09:39.734305
1287,68,107,9189,2024-06-11 18:09:39.734305
1288,54,144,352,2024-06-11 18:09:39.734305
1289,40,144,7861,2024-06-12 18:09:39.734305
1290,40,135,8802,2024-06-12 18:09:39.734305
1291,51,129,8469,2024-06-12 18:09:39.734305
1292,46,175,779,2024-06-12 18:09:39.734305
1293,2,138,8297,2024-06-12 18:09:39.734305
1294,20,154,415,2024-06-12 18:09:39.734305
1295,85,152,4034,2024-06-12 18:09:39.734305
1296,100,27,6091,2024-06-13 18:09:39.734305
1297,19,184,1363,2024-06-13 18:09:39.734305
1298,62,102,5223,2024-06-13 18:09:39.734305
1299,46,176,5355,2024-06-13 18:09:39.734305
1300,44,156,3103,2024-06-13 18:09:39.734305
1301,38,167,2077,2024-06-13 18:09:39.734305
1302,77,154,4547,2024-06-13 18:09:39.734305
1303,32,164,9612,2024-06-14 18:09:39.734305
1304,15,133,4229,2024-06-14 18:09:39.734305
1305,20,165,6307,2024-06-14 18:09:39.734305
1306,41,14,9585,2024-06-14 18:09:39.734305
1307,76,142,2742,2024-06-14 18:09:39.734305
1308,59,67,8188,2024-06-14 18:09:39.734305
1309,19,165,3943,2024-06-14 18:09:39.734305
1310,97,129,138,2024-06-14 18:09:39.734305
1311,8,125,295,2024-06-14 18:09:39.734305
1312,90,122,8892,2024-06-14 18:09:39.734305
1313,70,187,3358,2024-06-14 18:09:39.734305
1314,90,143,9676,2024-06-15 18:09:39.734305
1315,32,69,8643,2024-06-15 18:09:39.734305
1316,31,140,7513,2024-06-15 18:09:39.734305
1317,100,141,2720,2024-06-15 18:09:39.734305
1318,89,154,331,2024-06-15 18:09:39.734305
1319,83,144,2497,2024-06-15 18:09:39.734305
1320,72,140,581,2024-06-16 18:09:39.734305
1321,7,137,1812,2024-06-16 18:09:39.734305
1322,55,90,1906,2024-06-16 18:09:39.734305
1323,56,142,9059,2024-06-16 18:09:39.734305
1324,29,184,2212,2024-06-16 18:09:39.734305
1325,21,130,6838,2024-06-16 18:09:39.734305
1326,43,181,5238,2024-06-16 18:09:39.734305
1327,84,20,5399,2024-06-16 18:09:39.734305
1328,64,126,4519,2024-06-16 18:09:39.734305
1329,59,170,9756,2024-06-16 18:09:39.734305
1330,99,14,2476,2024-06-17 18:09:39.734305
1331,23,144,9199,2024-06-17 18:09:39.734305
1332,36,92,6281,2024-06-17 18:09:39.734305
1333,43,135,3782,2024-06-17 18:09:39.734305
1334,56,114,587,2024-06-17 18:09:39.734305
1335,57,112,1262,2024-06-17 18:09:39.734305
1336,4,182,6719,2024-06-17 18:09:39.734305
1337,80,132,2502,2024-06-17 18:09:39.734305
1338,28,4,1872,2024-06-18 18:09:39.734305
1339,88,153,3777,2024-06-18 18:09:39.734305
1340,52,113,2623,2024-06-18 18:09:39.734305
1341,90,27,9897,2024-06-18 18:09:39.734305
1342,46,50,3118,2024-06-18 18:09:39.734305
1343,99,15,5559,2024-06-18 18:09:39.734305
1344,12,135,8426,2024-06-18 18:09:39.734305
1345,47,175,843,2024-06-18 18:09:39.734305
1346,57,121,7459,2024-06-18 18:09:39.734305
1347,80,158,6690,2024-06-19 18:09:39.734305
1348,82,74,1975,2024-06-19 18:09:39.734305
1349,66,166,520,2024-06-19 18:09:39.734305
1350,77,142,6653,2024-06-19 18:09:39.734305
1351,76,105,6614,2024-06-19 18:09:39.734305
1352,67,39,2784,2024-06-19 18:09:39.734305
1353,61,96,4722,2024-06-19 18:09:39.734305
1354,77,109,8070,2024-06-20 18:09:39.734305
1355,18,129,9727,2024-06-20 18:09:39.734305
1356,59,67,7144,2024-06-20 18:09:39.734305
1357,70,145,8236,2024-06-20 18:09:39.734305
1358,78,157,6022,2024-06-20 18:09:39.734305
1359,96,94,1003,2024-06-20 18:09:39.734305
1360,58,114,5055,2024-06-21 18:09:39.734305
1361,88,33,239,2024-06-21 18:09:39.734305
1362,55,117,7502,2024-06-21 18:09:39.734305
1363,28,138,5612,2024-06-21 18:09:39.734305
1364,61,150,150,2024-06-21 18:09:39.734305
1365,50,104,9947,2024-06-21 18:09:39.734305
1366,10,132,8957,2024-06-21 18:09:39.734305
1367,71,83,5279,2024-06-22 18:09:39.734305
1368,74,157,3812,2024-06-22 18:09:39.734305
1369,50,107,2265,2024-06-22 18:09:39.734305
1370,9,6,6299,2024-06-22 18:09:39.734305
1371,94,124,1628,2024-06-22 18:09:39.734305
1372,57,83,7596,2024-06-22 18:09:39.734305
1373,33,141,4515,2024-06-22 18:09:39.734305
1374,78,119,2433,2024-06-22 18:09:39.734305
1375,75,95,9824,2024-06-22 18:09:39.734305
1376,34,83,4823,2024-06-23 18:09:39.734305
1377,66,36,4081,2024-06-23 18:09:39.734305
1378,63,181,6416,2024-06-23 18:09:39.734305
1379,33,147,326,2024-06-23 18:09:39.734305
1380,91,191,6488,2024-06-23 18:09:39.734305
1381,17,148,6057,2024-06-23 18:09:39.734305
1382,1,183,3435,2024-06-23 18:09:39.734305
1383,42,84,7780,2024-06-23 18:09:39.734305
1384,45,132,8207,2024-06-24 18:09:39.734305
1385,81,135,3198,2024-06-24 18:09:39.734305
1386,1,182,1849,2024-06-24 18:09:39.734305
1387,54,139,4073,2024-06-24 18:09:39.734305
1388,21,127,172,2024-06-24 18:09:39.734305
1389,69,185,2183,2024-06-24 18:09:39.734305
1390,38,162,1981,2024-06-25 18:09:39.734305
1391,78,119,9346,2024-06-25 18:09:39.734305
1392,36,106,421,2024-06-25 18:09:39.734305
1393,99,127,6467,2024-06-25 18:09:39.734305
1394,55,84,1182,2024-06-25 18:09:39.734305
1395,43,188,8980,2024-06-25 18:09:39.734305
1396,68,156,6035,2024-06-26 18:09:39.734305
1397,40,170,4093,2024-06-26 18:09:39.734305
1398,5,9,9216,2024-06-27 18:09:39.734305
1399,60,115,7472,2024-06-27 18:09:39.734305
1400,10,86,3631,2024-06-27 18:09:39.734305
1401,86,139,6689,2024-06-27 18:09:39.734305
1402,8,143,4374,2024-06-28 18:09:39.734305
1403,28,176,7274,2024-06-28 18:09:39.734305
1404,59,192,3053,2024-06-28 18:09:39.734305
1405,56,133,7961,2024-06-28 18:09:39.734305
1406,71,93,6141,2024-06-28 18:09:39.734305
1407,88,151,2996,2024-06-28 18:09:39.734305
1408,2,150,7695,2024-06-28 18:09:39.734305
1409,18,54,9527,2024-06-29 18:09:39.734305
1410,46,124,9359,2024-06-29 18:09:39.734305
1411,44,148,628,2024-06-29 18:09:39.734305
1412,62,108,4786,2024-06-29 18:09:39.734305
1413,49,1,7159,2024-06-29 18:09:39.734305
1414,24,150,5866,2024-06-29 18:09:39.734305
1415,35,143,8818,2024-06-29 18:09:39.734305
1416,51,157,3378,2024-06-29 18:09:39.734305
1417,10,153,5767,2024-06-29 18:09:39.734305
1418,20,175,4516,2024-06-29 18:09:39.734305
1419,73,102,9929,2024-06-30 18:09:39.734305
1420,30,151,1310,2024-06-30 18:09:39.734305
1421,97,12,9910,2024-06-30 18:09:39.734305
1422,33,156,4794,2024-06-30 18:09:39.734305
1423,5,31,9305,2024-07-01 18:09:39.734305
1424,47,137,2582,2024-07-01 18:09:39.734305
1425,72,20,1257,2024-07-01 18:09:39.734305
1426,17,169,2573,2024-07-01 18:09:39.734305
1427,20,21,5228,2024-07-01 18:09:39.734305
1428,50,144,8580,2024-07-01 18:09:39.734305
1429,80,82,2442,2024-07-01 18:09:39.734305
1430,13,6,6950,2024-07-02 18:09:39.734305
1431,91,175,7772,2024-07-02 18:09:39.734305
1432,12,30,9872,2024-07-02 18:09:39.734305
1433,37,137,6494,2024-07-03 18:09:39.734305
1434,78,152,9980,2024-07-03 18:09:39.734305
1435,42,94,9615,2024-07-03 18:09:39.734305
1436,60,114,107,2024-07-03 18:09:39.734305
1437,56,121,7619,2024-07-03 18:09:39.734305
1438,13,39,5155,2024-07-04 18:09:39.734305
1439,16,162,3014,2024-07-04 18:09:39.734305
1440,50,94,4440,2024-07-04 18:09:39.734305
1441,56,141,3471,2024-07-04 18:09:39.734305
1442,68,137,4441,2024-07-04 18:09:39.734305
1443,28,195,3594,2024-07-04 18:09:39.734305
1444,35,147,6059,2024-07-04 18:09:39.734305
1445,12,10,187,2024-07-04 18:09:39.734305
1446,83,178,2611,2024-07-04 18:09:39.734305
1447,34,89,4600,2024-07-05 18:09:39.734305
1448,38,161,7184,2024-07-05 18:09:39.734305
1449,66,147,4117,2024-07-05 18:09:39.734305
1450,43,173,1598,2024-07-05 18:09:39.734305
1451,72,151,9044,2024-07-05 18:09:39.734305
1452,38,171,905,2024-07-05 18:09:39.734305
1453,70,130,3864,2024-07-05 18:09:39.734305
1454,85,83,6633,2024-07-05 18:09:39.734305
1455,63,28,2247,2024-07-05 18:09:39.734305
1456,11,14,7069,2024-07-05 18:09:39.734305
1457,7,177,2830,2024-07-06 18:09:39.734305
1458,54,159,567,2024-07-06 18:09:39.734305
1459,52,82,7688,2024-07-06 18:09:39.734305
1460,91,171,7483,2024-07-06 18:09:39.734305
1461,98,91,3586,2024-07-06 18:09:39.734305
1462,63,163,9449,2024-07-06 18:09:39.734305
1463,87,130,4721,2024-07-06 18:09:39.734305
1464,79,174,1412,2024-07-06 18:09:39.734305
1465,37,146,1995,2024-07-06 18:09:39.734305
1466,96,152,7679,2024-07-06 18:09:39.734305
1467,14,125,5378,2024-07-07 18:09:39.734305
1468,70,152,1046,2024-07-08 18:09:39.734305
1469,90,156,6795,2024-07-08 18:09:39.734305
1470,49,123,6080,2024-07-08 18:09:39.734305
1471,54,145,6259,2024-07-08 18:09:39.734305
1472,88,127,5925,2024-07-08 18:09:39.734305
1473,50,131,8157,2024-07-08 18:09:39.734305
1474,85,146,6774,2024-07-08 18:09:39.734305
1475,34,135,7035,2024-07-08 18:09:39.734305
1476,32,180,7233,2024-07-09 18:09:39.734305
1477,67,152,1953,2024-07-09 18:09:39.734305
1478,96,159,1318,2024-07-09 18:09:39.734305
1479,93,136,8040,2024-07-09 18:09:39.734305
1480,33,145,8255,2024-07-09 18:09:39.734305
1481,63,133,7140,2024-07-10 18:09:39.734305
1482,40,136,987,2024-07-10 18:09:39.734305
1483,66,127,4966,2024-07-10 18:09:39.734305
1484,11,2,899,2024-07-11 18:09:39.734305
1485,17,191,5494,2024-07-11 18:09:39.734305
1486,7,59,8735,2024-07-11 18:09:39.734305
1487,66,148,619,2024-07-11 18:09:39.734305
1488,69,172,9172,2024-07-11 18:09:39.734305
1489,46,178,9701,2024-07-11 18:09:39.734305
1490,25,192,8487,2024-07-12 18:09:39.734305
1491,54,181,1842,2024-07-12 18:09:39.734305
1492,86,140,4461,2024-07-12 18:09:39.734305
1493,2,179,3561,2024-07-12 18:09:39.734305
1494,77,123,9787,2024-07-12 18:09:39.734305
1495,26,150,3771,2024-07-12 18:09:39.734305
1496,48,82,7158,2024-07-12 18:09:39.734305
1497,90,121,8742,2024-07-13 18:09:39.734305
1498,54,77,4409,2024-07-13 18:09:39.734305
1499,69,78,4627,2024-07-13 18:09:39.734305
1500,77,132,2972,2024-07-14 18:09:39.734305
1501,87,175,864,2024-07-15 18:09:39.734305
1502,2,144,701,2024-07-15 18:09:39.734305
1503,6,135,302,2024-07-15 18:09:39.734305
1504,46,168,8391,2024-07-15 18:09:39.734305
1505,17,129,9987,2024-07-15 18:09:39.734305
1506,13,18,605,2024-07-15 18:09:39.734305
1507,76,159,2880,2024-07-16 18:09:39.734305
1508,30,5,158,2024-07-16 18:09:39.734305
1509,2,193,7064,2024-07-16 18:09:39.734305
1510,37,136,6290,2024-07-17 18:09:39.734305
1511,11,36,7093,2024-07-17 18:09:39.734305
1512,95,179,8732,2024-07-17 18:09:39.734305
1513,85,132,4071,2024-07-17 18:09:39.734305
1514,59,46,6144,2024-07-17 18:09:39.734305
1515,21,148,3835,2024-07-18 18:09:39.734305
1516,36,112,5678,2024-07-18 18:09:39.734305
1517,61,104,2854,2024-07-18 18:09:39.734305
1518,63,22,6332,2024-07-18 18:09:39.734305
1519,39,157,5074,2024-07-18 18:09:39.734305
1520,52,125,8405,2024-07-19 18:09:39.734305
1521,69,173,2557,2024-07-19 18:09:39.734305
1522,76,82,1559,2024-07-19 18:09:39.734305
1523,66,138,7183,2024-07-19 18:09:39.734305
1524,50,114,2561,2024-07-20 18:09:39.734305
1525,24,142,5025,2024-07-20 18:09:39.734305
1526,80,132,2636,2024-07-20 18:09:39.734305
1527,40,59,4783,2024-07-20 18:09:39.734305
1528,4,147,2390,2024-07-20 18:09:39.734305
1529,60,118,5935,2024-07-20 18:09:39.734305
1530,98,160,2703,2024-07-20 18:09:39.734305
1531,5,195,2277,2024-07-20 18:09:39.734305
1532,64,114,4352,2024-07-20 18:09:39.734305
1533,87,182,6108,2024-07-20 18:09:39.734305
1534,50,81,3368,2024-07-20 18:09:39.734305
1535,79,180,286,2024-07-20 18:09:39.734305
1536,22,30,6913,2024-07-20 18:09:39.734305
1537,91,36,1367,2024-07-20 18:09:39.734305
1538,86,103,6473,2024-07-21 18:09:39.734305
1539,45,65,423,2024-07-21 18:09:39.734305
1540,98,129,7085,2024-07-21 18:09:39.734305
1541,74,125,9434,2024-07-21 18:09:39.734305
1542,40,149,5481,2024-07-21 18:09:39.734305
1543,12,133,7072,2024-07-21 18:09:39.734305
1544,73,157,3153,2024-07-21 18:09:39.734305
1545,47,74,2280,2024-07-22 18:09:39.734305
1546,72,34,5637,2024-07-22 18:09:39.734305
1547,81,100,3987,2024-07-22 18:09:39.734305
1548,82,74,7978,2024-07-22 18:09:39.734305
1549,8,146,6831,2024-07-22 18:09:39.734305
1550,40,158,3864,2024-07-23 18:09:39.734305
1551,83,25,4593,2024-07-23 18:09:39.734305
1552,36,136,2006,2024-07-23 18:09:39.734305
1553,29,131,4685,2024-07-23 18:09:39.734305
1554,22,196,6302,2024-07-23 18:09:39.734305
1555,2,136,9987,2024-07-23 18:09:39.734305
1556,99,19,2445,2024-07-24 18:09:39.734305
1557,52,144,5332,2024-07-24 18:09:39.734305
1558,55,97,6237,2024-07-24 18:09:39.734305
1559,71,159,909,2024-07-25 18:09:39.734305
1560,89,64,6661,2024-07-25 18:09:39.734305
1561,27,144,2004,2024-07-25 18:09:39.734305
1562,59,157,9815,2024-07-25 18:09:39.734305
1563,45,62,4820,2024-07-25 18:09:39.734305
1564,19,69,538,2024-07-26 18:09:39.734305
1565,3,68,1726,2024-07-26 18:09:39.734305
1566,65,29,8797,2024-07-26 18:09:39.734305
1567,75,158,7308,2024-07-26 18:09:39.734305
1568,2,179,4409,2024-07-27 18:09:39.734305
1569,83,166,4761,2024-07-27 18:09:39.734305
1570,16,181,519,2024-07-27 18:09:39.734305
1571,29,158,1914,2024-07-27 18:09:39.734305
1572,89,122,2199,2024-07-27 18:09:39.734305
1573,100,4,6154,2024-07-27 18:09:39.734305
1574,13,7,7543,2024-07-27 18:09:39.734305
1575,10,146,7621,2024-07-27 18:09:39.734305
1576,27,144,8495,2024-07-27 18:09:39.734305
1577,68,104,7406,2024-07-27 18:09:39.734305
1578,11,31,2553,2024-07-27 18:09:39.734305
1579,14,155,8584,2024-07-28 18:09:39.734305
1580,19,53,6749,2024-07-28 18:09:39.734305
1581,66,15,8404,2024-07-28 18:09:39.734305
1582,1,72,3638,2024-07-29 18:09:39.734305
1583,45,155,9382,2024-07-29 18:09:39.734305
1584,60,81,466,2024-07-29 18:09:39.734305
1585,54,190,9911,2024-07-29 18:09:39.734305
1586,92,123,1462,2024-07-29 18:09:39.734305
1587,3,75,5780,2024-07-29 18:09:39.734305
1588,75,123,7451,2024-07-29 18:09:39.734305
1589,42,151,950,2024-07-30 18:09:39.734305
1590,12,154,5538,2024-07-30 18:09:39.734305
1591,81,153,5831,2024-07-31 18:09:39.734305
1592,11,134,1903,2024-07-31 18:09:39.734305
1593,20,3,8490,2024-07-31 18:09:39.734305
1594,57,137,5728,2024-07-31 18:09:39.734305
1595,78,81,3618,2024-07-31 18:09:39.734305
1596,36,103,1287,2024-08-01 18:09:39.734305
1597,81,152,2136,2024-08-02 18:09:39.734305
1598,17,1,3825,2024-08-02 18:09:39.734305
1599,41,136,3235,2024-08-02 18:09:39.734305
1600,80,159,4069,2024-08-02 18:09:39.734305
1601,83,187,4420,2024-08-02 18:09:39.734305
1602,10,120,5854,2024-08-02 18:09:39.734305
1603,48,82,950,2024-08-02 18:09:39.734305
1604,45,127,7923,2024-08-02 18:09:39.734305
1605,38,132,1388,2024-08-03 18:09:39.734305
1606,20,137,5976,2024-08-03 18:09:39.734305
1607,10,140,8625,2024-08-03 18:09:39.734305
1608,94,36,1796,2024-08-03 18:09:39.734305
1609,98,156,7327,2024-08-04 18:09:39.734305
1610,76,138,4140,2024-08-04 18:09:39.734305
1611,62,91,8310,2024-08-04 18:09:39.734305
1612,33,112,1440,2024-08-04 18:09:39.734305
1613,96,136,2468,2024-08-04 18:09:39.734305
1614,20,179,1905,2024-08-04 18:09:39.734305
1615,48,129,3503,2024-08-04 18:09:39.734305
1616,95,75,6441,2024-08-05 18:09:39.734305
1617,69,77,6670,2024-08-05 18:09:39.734305
1618,4,51,8241,2024-08-05 18:09:39.734305
1619,63,16,5983,2024-08-05 18:09:39.734305
1620,86,138,5886,2024-08-06 18:09:39.734305
1621,97,36,7208,2024-08-06 18:09:39.734305
1622,78,157,7233,2024-08-06 18:09:39.734305
1623,6,156,6108,2024-08-06 18:09:39.734305
1624,14,101,950,2024-08-06 18:09:39.734305
1625,27,21,9163,2024-08-06 18:09:39.734305
1626,83,154,742,2024-08-06 18:09:39.734305
1627,25,135,1289,2024-08-06 18:09:39.734305
1628,68,95,5813,2024-08-06 18:09:39.734305
1629,32,73,1949,2024-08-07 18:09:39.734305
1630,52,138,8284,2024-08-07 18:09:39.734305
1631,65,128,5853,2024-08-07 18:09:39.734305
1632,44,128,6539,2024-08-07 18:09:39.734305
1633,29,138,7608,2024-08-08 18:09:39.734305
1634,3,127,3015,2024-08-08 18:09:39.734305
1635,64,83,5389,2024-08-08 18:09:39.734305
1636,46,199,574,2024-08-09 18:09:39.734305
1637,89,165,952,2024-08-09 18:09:39.734305
1638,21,148,1117,2024-08-09 18:09:39.734305
1639,91,192,9849,2024-08-09 18:09:39.734305
1640,35,152,6590,2024-08-09 18:09:39.734305
1641,27,138,4338,2024-08-09 18:09:39.734305
1642,83,134,8896,2024-08-09 18:09:39.734305
1643,59,122,4395,2024-08-09 18:09:39.734305
1644,72,152,3887,2024-08-10 18:09:39.734305
1645,31,47,5683,2024-08-10 18:09:39.734305
1646,25,121,3567,2024-08-10 18:09:39.734305
1647,44,119,4042,2024-08-10 18:09:39.734305
1648,67,39,1259,2024-08-10 18:09:39.734305
1649,42,93,3266,2024-08-10 18:09:39.734305
1650,51,7,8559,2024-08-10 18:09:39.734305
1651,36,99,663,2024-08-10 18:09:39.734305
1652,51,35,1247,2024-08-11 18:09:39.734305
1653,19,133,6470,2024-08-11 18:09:39.734305
1654,4,79,8482,2024-08-11 18:09:39.734305
1655,13,122,5252,2024-08-11 18:09:39.734305
1656,74,117,4254,2024-08-12 18:09:39.734305
1657,80,146,3548,2024-08-12 18:09:39.734305
1658,81,87,6331,2024-08-12 18:09:39.734305
1659,65,139,1118,2024-08-12 18:09:39.734305
1660,41,29,2985,2024-08-12 18:09:39.734305
1661,78,158,4627,2024-08-12 18:09:39.734305
1662,27,24,6949,2024-08-12 18:09:39.734305
1663,11,136,8225,2024-08-12 18:09:39.734305
1664,28,170,8447,2024-08-12 18:09:39.734305
1665,78,128,776,2024-08-13 18:09:39.734305
1666,8,154,8406,2024-08-13 18:09:39.734305
1667,60,122,3011,2024-08-13 18:09:39.734305
1668,59,126,3165,2024-08-13 18:09:39.734305
1669,79,9,2239,2024-08-13 18:09:39.734305
1670,85,137,9440,2024-08-13 18:09:39.734305
1671,67,158,2069,2024-08-13 18:09:39.734305
1672,69,48,5832,2024-08-13 18:09:39.734305
1673,9,16,6316,2024-08-13 18:09:39.734305
1674,52,120,5679,2024-08-14 18:09:39.734305
1675,45,52,6110,2024-08-14 18:09:39.734305
1676,57,102,3012,2024-08-14 18:09:39.734305
1677,20,181,4519,2024-08-14 18:09:39.734305
1678,50,142,3830,2024-08-14 18:09:39.734305
1679,61,146,5900,2024-08-14 18:09:39.734305
1680,80,154,7649,2024-08-15 18:09:39.734305
1681,57,155,5102,2024-08-15 18:09:39.734305
1682,74,117,9033,2024-08-15 18:09:39.734305
1683,16,187,4070,2024-08-15 18:09:39.734305
1684,36,153,3491,2024-08-15 18:09:39.734305
1685,39,136,9926,2024-08-15 18:09:39.734305
1686,60,91,8009,2024-08-15 18:09:39.734305
1687,64,120,2014,2024-08-15 18:09:39.734305
1688,97,2,9838,2024-08-15 18:09:39.734305
1689,6,157,6564,2024-08-16 18:09:39.734305
1690,100,25,702,2024-08-16 18:09:39.734305
1691,92,93,8923,2024-08-16 18:09:39.734305
1692,63,154,5931,2024-08-16 18:09:39.734305
1693,6,148,1336,2024-08-16 18:09:39.734305
1694,83,27,5826,2024-08-16 18:09:39.734305
1695,53,107,2939,2024-08-16 18:09:39.734305
1696,48,110,1307,2024-08-16 18:09:39.734305
1697,8,144,4048,2024-08-17 18:09:39.734305
1698,75,109,8167,2024-08-17 18:09:39.734305
1699,60,119,7963,2024-08-17 18:09:39.734305
1700,67,10,1039,2024-08-17 18:09:39.734305
1701,25,196,3837,2024-08-18 18:09:39.734305
1702,86,85,7383,2024-08-18 18:09:39.734305
1703,41,37,1373,2024-08-18 18:09:39.734305
1704,76,127,5841,2024-08-18 18:09:39.734305
1705,18,74,6218,2024-08-18 18:09:39.734305
1706,26,130,6184,2024-08-18 18:09:39.734305
1707,68,105,6344,2024-08-18 18:09:39.734305
1708,52,81,122,2024-08-18 18:09:39.734305
1709,36,121,7481,2024-08-18 18:09:39.734305
1710,56,113,3329,2024-08-18 18:09:39.734305
1711,72,32,4905,2024-08-18 18:09:39.734305
1712,89,138,7579,2024-08-19 18:09:39.734305
1713,80,154,3199,2024-08-19 18:09:39.734305
1714,39,40,151,2024-08-19 18:09:39.734305
1715,47,196,4874,2024-08-19 18:09:39.734305
1716,32,175,192,2024-08-19 18:09:39.734305
1717,68,94,6966,2024-08-19 18:09:39.734305
1718,14,115,754,2024-08-19 18:09:39.734305
1719,4,140,3614,2024-08-19 18:09:39.734305
1720,18,150,7665,2024-08-20 18:09:39.734305
1721,14,151,2292,2024-08-20 18:09:39.734305
1722,46,125,8068,2024-08-20 18:09:39.734305
1723,8,130,9738,2024-08-20 18:09:39.734305
1724,25,197,1718,2024-08-20 18:09:39.734305
1725,54,161,9679,2024-08-20 18:09:39.734305
1726,21,142,9022,2024-08-21 18:09:39.734305
1727,2,68,4922,2024-08-21 18:09:39.734305
1728,21,159,9338,2024-08-21 18:09:39.734305
1729,95,174,9536,2024-08-21 18:09:39.734305
1730,71,89,1554,2024-08-21 18:09:39.734305
1731,74,148,8519,2024-08-21 18:09:39.734305
1732,19,196,1454,2024-08-21 18:09:39.734305
1733,79,195,8472,2024-08-21 18:09:39.734305
1734,60,87,9953,2024-08-21 18:09:39.734305
1735,62,89,3235,2024-08-21 18:09:39.734305
1736,77,83,4241,2024-08-21 18:09:39.734305
1737,32,171,3209,2024-08-22 18:09:39.734305
1738,38,136,209,2024-08-22 18:09:39.734305
1739,81,91,4638,2024-08-22 18:09:39.734305
1740,16,127,1302,2024-08-22 18:09:39.734305
1741,93,122,5997,2024-08-22 18:09:39.734305
1742,71,155,5596,2024-08-22 18:09:39.734305
1743,33,84,6207,2024-08-22 18:09:39.734305
1744,81,84,7890,2024-08-22 18:09:39.734305
1745,40,78,2069,2024-08-22 18:09:39.734305
1746,78,142,252,2024-08-22 18:09:39.734305
1747,13,129,5510,2024-08-23 18:09:39.734305
1748,92,119,604,2024-08-23 18:09:39.734305
1749,59,179,2422,2024-08-23 18:09:39.734305
1750,55,108,991,2024-08-23 18:09:39.734305
1751,94,5,9837,2024-08-23 18:09:39.734305
1752,17,199,4653,2024-08-23 18:09:39.734305
1753,68,156,7547,2024-08-23 18:09:39.734305
1754,43,70,6025,2024-08-23 18:09:39.734305
1755,81,100,2370,2024-08-23 18:09:39.734305
1756,64,123,4151,2024-08-24 18:09:39.734305
1757,36,106,2485,2024-08-24 18:09:39.734305
1758,76,89,3003,2024-08-24 18:09:39.734305
1759,68,131,8249,2024-08-24 18:09:39.734305
1760,42,95,4369,2024-08-24 18:09:39.734305
1761,45,195,7078,2024-08-24 18:09:39.734305
1762,75,127,731,2024-08-25 18:09:39.734305
1763,39,121,6249,2024-08-25 18:09:39.734305
1764,25,53,4087,2024-08-25 18:09:39.734305
1765,57,132,3570,2024-08-25 18:09:39.734305
1766,11,12,3325,2024-08-25 18:09:39.734305
1767,33,121,9029,2024-08-25 18:09:39.734305
1768,60,147,9363,2024-08-26 18:09:39.734305
1769,99,125,4566,2024-08-26 18:09:39.734305
1770,63,140,3058,2024-08-26 18:09:39.734305
1771,70,129,7509,2024-08-26 18:09:39.734305
1772,32,194,5184,2024-08-26 18:09:39.734305
1773,18,176,1721,2024-08-26 18:09:39.734305
1774,46,135,3987,2024-08-26 18:09:39.734305
1775,62,102,5353,2024-08-26 18:09:39.734305
1776,20,38,1528,2024-08-26 18:09:39.734305
1777,21,86,4357,2024-08-26 18:09:39.734305
1778,71,136,9229,2024-08-27 18:09:39.734305
1779,58,105,2235,2024-08-27 18:09:39.734305
1780,65,152,9421,2024-08-27 18:09:39.734305
1781,61,145,9938,2024-08-27 18:09:39.734305
1782,57,88,9366,2024-08-27 18:09:39.734305
1783,46,51,7491,2024-08-28 18:09:39.734305
1784,38,199,3037,2024-08-28 18:09:39.734305
1785,5,172,8862,2024-08-28 18:09:39.734305
1786,46,157,2126,2024-08-28 18:09:39.734305
1787,54,74,5972,2024-08-29 18:09:39.734305
1788,34,97,6478,2024-08-29 18:09:39.734305
1789,13,14,4306,2024-08-29 18:09:39.734305
1790,11,152,8772,2024-08-29 18:09:39.734305
1791,61,157,2566,2024-08-29 18:09:39.734305
1792,83,148,4388,2024-08-29 18:09:39.734305
1793,66,171,3416,2024-08-29 18:09:39.734305
1794,90,127,2595,2024-08-29 18:09:39.734305
1795,25,198,5844,2024-08-30 18:09:39.734305
1796,17,168,6587,2024-08-30 18:09:39.734305
1797,44,97,9910,2024-08-30 18:09:39.734305
1798,12,34,1732,2024-08-30 18:09:39.734305
1799,44,128,3277,2024-08-30 18:09:39.734305
1800,33,103,7993,2024-08-31 18:09:39.734305
1801,49,123,5370,2024-08-31 18:09:39.734305
1802,69,159,6039,2024-08-31 18:09:39.734305
1803,16,169,358,2024-08-31 18:09:39.734305
1804,33,92,9659,2024-08-31 18:09:39.734305
1805,83,132,4313,2024-08-31 18:09:39.734305
1806,78,81,4890,2024-09-01 18:09:39.734305
1807,6,24,5135,2024-09-01 18:09:39.734305
1808,46,73,6012,2024-09-01 18:09:39.734305
1809,44,153,3507,2024-09-01 18:09:39.734305
1810,99,34,8587,2024-09-01 18:09:39.734305
1811,72,160,9951,2024-09-02 18:09:39.734305
1812,69,125,2877,2024-09-02 18:09:39.734305
